ชื่อเครื่องมือ,Serial No.,"
Old_Code
",User,Project/Location,Status,วันที่เครื่องมือถูกเบิก,วันครบกำหนดส่งคืน,จำนวนวันที่เบิกไปแล้ว,สถานะการใช้งาน,สถานะการตรวจสอบ/ซ่อม,สถานะ (พร้อมใช้งาน ≥30 วัน)
บ้านพักศรีนครินทร์ 11,C2/26,C2/26,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C2/27,C2/27,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C2/28,C2/28,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C2/29,C2/29,,คลังก่อสร้าง,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C2/30,C2/30,,After Sale Service,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C2/31,C2/31,,After Sale Service,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C2/32,C2/32,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C2/33,C2/33,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C2/34,C2/34,,After Sale Service,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C2/35,C2/35,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C2/36,C2/36,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C2/37,C2/37,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C2/38,C2/38,,The Base เพชรบุรี - ทองหล่อ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C2/39,C2/39,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C2/40,C2/40,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/41,C3/41,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/42,C3/42,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/43,C3/43,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/44,C3/44,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/45,C3/45,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/46,C3/46,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/47,C3/47,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/48,C3/48,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/49,C3/49,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/50,C3/50,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/51,C3/51,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/52,C3/52,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/53,C3/53,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/54,C3/54,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/55,C3/55,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/56,C3/56,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/57,C3/57,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/58,C3/58,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/59,C3/59,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,C3/60,C3/60,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/01,D1/01,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/02,D1/02,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/03,D1/03,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/04,D1/04,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/05,D1/05,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/06,D1/06,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/07,D1/07,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/08,D1/08,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/09,D1/09,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/10,D1/10,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/11,D1/11,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/12,D1/12,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/13,D1/13,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/14,D1/14,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/15,D1/15,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/16,D1/16,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/17,D1/17,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/18,D1/18,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/19,D1/19,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D1/20,D1/20,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/21,D2/21,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/22,D2/22,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/23,D2/23,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/24,D2/24,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/25,D2/25,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/26,D2/26,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/27,D2/27,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/28,D2/28,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/29,D2/29,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/30,D2/30,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/31,D2/31,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/32,D2/32,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/33,D2/33,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/34,D2/34,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/35,D2/35,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/36,D2/36,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/37,D2/37,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/38,D2/38,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/39,D2/39,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D2/40,D2/40,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/41,D3/41,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/42,D3/42,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/43,D3/43,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/44,D3/44,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/45,D3/45,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/46,D3/46,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/47,D3/47,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/48,D3/48,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/49,D3/49,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/50,D3/50,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/51,D3/51,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/52,D3/52,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/53,D3/53,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/54,D3/54,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/55,D3/55,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/56,D3/56,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/57,D3/57,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/58,D3/58,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/59,D3/59,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,D3/60,D3/60,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/01,E1/01,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/02,E1/02,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/03,E1/03,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/04,E1/04,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/05,E1/05,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/06,E1/06,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/07,E1/07,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/08,E1/08,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/09,E1/09,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/10,E1/10,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/11,E1/11,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/12,E1/12,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/13,E1/13,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/14,E1/14,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/15,E1/15,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/16,E1/16,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/17,E1/17,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/18,E1/18,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/19,E1/19,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E1/20,E1/20,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/21,E2/21,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/22,E2/22,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/23,E2/23,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/24,E2/24,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/25,E2/25,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/26,E2/26,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/27,E2/27,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/28,E2/28,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/29,E2/29,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/30,E2/30,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/31,E2/31,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/32,E2/32,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/33,E2/33,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/34,E2/34,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/35,E2/35,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/36,E2/36,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/37,E2/37,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/38,E2/38,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/39,E2/39,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E2/40,E2/40,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/41,E3/41,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/42,E3/42,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/43,E3/43,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/44,E3/44,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/45,E3/45,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/46,E3/46,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/47,E3/47,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/48,E3/48,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/49,E3/49,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/50,E3/50,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/51,E3/51,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/52,E3/52,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/53,E3/53,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/54,E3/54,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/55,E3/55,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/56,E3/56,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/57,E3/57,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/58,E3/58,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/59,E3/59,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,E3/60,E3/60,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/01,F1/01,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/02,F1/02,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/03,F1/03,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/04,F1/04,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/05,F1/05,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/06,F1/06,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/07,F1/07,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/08,F1/08,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/09,F1/09,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/10,F1/10,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/11,F1/11,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/12,F1/12,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/13,F1/13,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/14,F1/14,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/15,F1/15,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/16,F1/16,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/17,F1/17,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/18,F1/18,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/19,F1/19,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F1/20,F1/20,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
บ้านพักศรีนครินทร์ 11,F2/21,F2/21,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
