ชื่อเครื่องมือ,Serial No.,"
Old_Code
",User,Project/Location,Status,วันที่เครื่องมือถูกเบิก,วันครบกำหนดส่งคืน,จำนวนวันที่เบิกไปแล้ว,สถานะการใช้งาน,สถานะการตรวจสอบ/ซ่อม,สถานะ (พร้อมใช้งาน ≥30 วัน)
วิทยุสือสาร,E.MJ.IT.020.030.011.1216,E.MJ.IT.020.030.011.1216,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1217,E.MJ.IT.020.030.011.1217,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1218,E.MJ.IT.020.030.011.1218,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1219,E.MJ.IT.020.030.011.1219,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1220,13002562-3,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1221,01070826-8,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1222,03015975-0,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1223,01070439-8,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1224,11003068-3,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),กำลังตรวจสอบ / ซ่อม,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1225,11003583-7,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1226,01080674-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1227,01085411-0,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1228,11003037-5,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1229,13002573-7,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1230,01070846-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1231,11003033-7,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1232,12002204-7,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1233,13002568-5,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1234,01070245-3,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1235,13001714-6,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1236,13001809-4,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1237,01080754-5,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1238,01087347-0,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1239,01070819-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1240,13003208-9,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1241,01090700-9,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1242,01090708-5,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1243,01070825-1,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1244,01070831-0,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1245,01058644-6,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1246,03018149-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1247,03015957-0,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1248,13003230-4,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1249,02002007-2,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1251,13001810-8,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1252,13001801-8,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1253,01076776-8,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1254,01090707-8,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1255,03015999-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1256,01073455-5,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1257,13001805-6,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1258,02007057-7,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1259,02004079-4,,Bloom Mental Wellness Hospital (BMWH),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1260,01070834-1,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1261,02005793-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1262,03015933-8,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1263,02005780-4,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1264,01072756-6,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1265,03016473-8,,Live Ramintra KM.8,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1266,13001823-6,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1267,03011790-7,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1268,01071042-5,,One Bangkok Mix-Use Development (Forum),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1269,13001521-5,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1271,01080757-6,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1272,13001811-5,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1273,01081268-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1275,02005714-3,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1276,01075468-7,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1277,01076949-2,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1278,03018144-7,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1279,11004890-1,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1280,12002219-9,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1281,01087350-8,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1282,03015976-7,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1283,13001523-5,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1284,13001512-1,,Artale Asoke Rama9,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1285,01070474-1,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),กำลังตรวจสอบ / ซ่อม,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1286,03011868-9,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
